emotion,song_id,song_name,artist_name,album_name,genre,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
tired,219eUQBWnfmADjKZEWEfSM,Who You Are,Jessie J,Who You Are (Platinum Edition),['pop'],2011-01-01,0.532,0.677,6,-3.912,0,0.0367,0.0225,5.74e-06,0.263,0.21,135.948,230813,4
tired,5yVIlYEHZxQVLyInCdldoS,Impossible,James Arthur,James Arthur (Deluxe),['pop'],2013-11-04,0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,209440,4
tired,3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,Love In The Future (Expanded Edition),['pop'],2013-08-30,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
tired,30BsewEJZPxfuLNAlZPFje,"Read All About It, Pt. III",Emeli Sandé,Our Version Of Events (Special Edition),[],2012-01-01,0.63,0.44,2,-7.186,1,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,283707,4
tired,5vQODS54jMwmzubTg8lbTe,Fix A Heart,Demi Lovato,Unbroken,['pop'],2011-01-01,0.487,0.477,0,-7.891,1,0.0532,0.577,0.0,0.0906,0.461,160.572,193040,3
tired,6buXDkw3Gv4fQC1OZKUhnR,Try,Colbie Caillat,Gypsy Heart,['pop'],2014-09-30,0.603,0.376,1,-9.77,1,0.0288,0.807,0.0,0.108,0.538,139.995,224573,4
tired,1NdgDGYG4J827IvfeDgF4o,Dear Mr. President,P!nk,The People Speak,['pop'],2009-01-01,0.476,0.299,10,-9.154,1,0.0385,0.849,0.0,0.113,0.297,128.039,280747,4
tired,4MszH93GejHIlb3u2NsQxc,Butterfly Fly Away,Miley Cyrus,Hannah Montana The Movie,[],2009-01-01,0.602,0.287,11,-12.607,1,0.026,0.686,0.000131,0.29,0.456,134.997,189240,4
tired,2PuabCuixXyVBlCy2SOXiq,Over And Over Again,Nathan Sykes,Unfinished Business,[],2016-11-11,0.604,0.253,8,-9.506,1,0.0343,0.956,0.0,0.0875,0.436,129.544,247107,4
tired,3aBCzb2R7mZMCUS4q5kfJM,Warrior,Demi Lovato,Demi,['pop'],2013-01-01,0.388,0.405,9,-6.121,0,0.0421,0.849,0.0,0.111,0.183,88.339,231173,3
tired,3MxJGBnYaP4yQYUv90HLqZ,Moments,One Direction,Up All Night,['pop'],2012-05-25,0.474,0.739,2,-4.937,1,0.0451,0.0283,0.0,0.299,0.253,149.894,262640,4
tired,3DQisSEr1TLp9H0BEeKiQS,Uncover,Zara Larsson,Uncover,['pop'],2012,0.556,0.529,2,-4.464,1,0.025,0.4,0.0,0.268,0.308,89.887,213543,4
tired,6CGf2aPvKj7497cZ6JMmGT,Remedy,Adele,25,['pop'],2015-11-20,0.403,0.3,2,-6.475,1,0.0427,0.894,0.0,0.154,0.234,162.874,245427,3
tired,0xCA70t1ZA4fa9UOE0lIJm,I'm a Mess,Ed Sheeran,x (Deluxe Edition),['pop'],2014-06-21,0.697,0.377,3,-7.755,1,0.0397,0.556,0.0,0.0999,0.336,138.754,244573,4
tired,3prGtlLLrVkzunMTA6AoBp,Fifteen,Taylor Swift,Fearless (Australian Version),['pop'],2008-11-11,0.556,0.651,7,-4.396,1,0.0266,0.067,0.0,0.145,0.203,95.485,294333,4
tired,5kRPPEWFJIMox5qIkQkiz5,Sweet Creature,Harry Styles,Harry Styles,[],2017-05-12,0.427,0.262,7,-8.541,1,0.0276,0.746,0.0,0.068,0.228,104.085,224867,4
tired,37Q5anxoGWYdRsyeXkkNoI,Heaven Is A Place On Earth,Belinda Carlisle,Greatest Vol.1 - Belinda Carlisle,[],1987,0.64,0.852,1,-8.119,0,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,246520,4
tired,30tghU4mq1uR5w0uE44L6N,Your Call,Secondhand Serenade,A Naked Twist in My Story,[],2012-09-11,0.371,0.282,4,-9.438,0,0.0334,0.841,0.0,0.108,0.177,159.901,241547,4
tired,7fiJ2vKIWB6XFTM1eanuBd,If Tonight Is My Last,Laura Izibor,Let The Truth Be Told,['r&b'],2009-04-10,0.62,0.686,7,-4.949,1,0.0403,0.312,0.0,0.144,0.505,83.012,215960,4
tired,4GqSIHouNCZDfNaaG415X7,Mmm...,Laura Izibor,Let The Truth Be Told,[],2009-04-10,0.389,0.522,1,-7.379,1,0.0404,0.819,0.00154,0.132,0.298,128.213,205440,4
tired,0jdny0dhgjUwoIp5GkqEaA,Praying,Kesha,Rainbow,['pop'],2017-08-11,0.543,0.39,10,-7.202,1,0.0322,0.489,0.0,0.111,0.303,73.415,230267,4
tired,6qTmjG7thRJEOaUKFmfjGR,The Last Day on Earth,Kate Miller-Heidke,Curiouser,[],2008-10-18,0.61,0.44,0,-7.864,1,0.0256,0.564,0.000897,0.0923,0.168,79.002,287093,4
tired,5MSBETwEBIMwv5bmWSGmO8,Honest,Shawn Mendes,Illuminate (Deluxe),[],2017-04-20,0.818,0.599,9,-6.288,1,0.0605,0.219,0.0,0.0702,0.724,116.977,199187,4
tired,6wmLK9X6OGV9Qu0giE9G4x,Next Time,Jay Ollero,The Velicata Sessions,[],2012-04-24,0.671,0.286,11,-8.25,1,0.0452,0.846,0.0,0.113,0.379,141.917,211500,4
tired,71MEFMeMFgELWkgmsPVeN5,Roses,Shawn Mendes,Illuminate (Deluxe),['pop'],2017-04-20,0.496,0.49,0,-6.752,1,0.0423,0.413,0.0,0.117,0.273,118.387,232200,3
tired,5dTJMpqiELczVuHJP3OAEu,This Town,Niall Horan,This Town,['pop'],2016-09-29,0.679,0.407,9,-7.778,1,0.0302,0.699,0.0,0.122,0.195,111.814,232600,4
tired,5zvJELVKAnPkscGc5aLKJI,Certain Things (feat. Chasing Grace),James Arthur,James Arthur (Deluxe),[],2013-11-04,0.511,0.621,9,-8.751,1,0.123,0.471,9.72e-05,0.0893,0.266,129.885,233467,4
tired,5UzTtUZper0CphnqZYvsIu,Young And Beautiful,Lana Del Rey,Young And Beautiful,[],2013-04-23,0.319,0.426,11,-8.929,0,0.0382,0.245,8.23e-06,0.108,0.159,114.553,236053,4
tired,48wSJ6NhMFYYB6LjdnPNjM,We Don't Have To Take Our Clothes Off,Ella Eyre,Ella Eyre,[],2015-01-12,0.572,0.231,0,-6.316,0,0.0334,0.953,3.88e-06,0.111,0.332,96.729,230711,3
tired,2hYlWnPvVZtQZGWfb35HPQ,I'm Not The Only One,Sam Smith,In The Lonely Hour,['pop'],2014-01-01,0.679,0.487,5,-5.811,1,0.0352,0.545,3.36e-05,0.0772,0.506,81.994,239317,4
tired,2QRIcuedP1GlMiCgqToDgF,"She's Not Me, Pt. 1 & 2",Zara Larsson,Uncover,[],2012,0.581,0.395,11,-11.095,1,0.0423,0.8,0.0,0.107,0.225,95.919,332383,4
tired,0lupJBVy4UQrvI4Oy3PvI7,Big Girls Don't Cry (Personal),Fergie,The Dutchess,['pop'],2006-09-13,0.708,0.641,7,-4.271,1,0.0336,0.205,0.0,0.0925,0.253,113.082,268120,4
tired,6FglKWNqCHXthu30eqZRLy,Nightingale,Demi Lovato,Demi,['pop'],2013-01-01,0.492,0.611,9,-5.629,1,0.0382,0.139,0.0,0.104,0.315,141.071,216400,4
tired,3Vk1QRqmEhDNsyOpgUXM4m,Say My Name,Alex & Sierra,As Seen On TV,[],2016-09-30,0.76,0.471,8,-6.466,1,0.0416,0.262,0.0,0.0631,0.628,130.085,209513,4
tired,5S950WDoJ82PGNVgijr349,Thick Skin,Leona Lewis,I Am (Deluxe),['pop'],2015-09-11,0.427,0.648,2,-4.987,0,0.0356,0.0165,0.000129,0.13,0.354,135.045,178201,3
tired,0mel2N9Ws9r4yLQn5QE21Y,Too Good At Goodbyes - Edit,Sam Smith,Too Good At Goodbyes,[],2017-09-08,0.653,0.378,5,-8.273,1,0.0533,0.658,0.0,0.177,0.54,91.835,201000,4
tired,1almCHdsfikRPfVB9VrEdT,Little Do You Know,Alex & Sierra,It's About Us,[],2014-10-06,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,185200,4
tired,6ZfXA2xakAvphXOSOJ3u1W,When I Look At You,Miley Cyrus,The Time Of Our Lives (International Version),['pop'],2009-01-01,0.459,0.545,6,-4.874,1,0.0282,0.142,0.0,0.105,0.194,137.941,248587,3
tired,06DaCxeg3IUMcxDkKEyQKf,A Little Too Much,Shawn Mendes,Handwritten (Deluxe),['pop'],2015-04-13,0.553,0.507,11,-6.24,1,0.0304,0.473,0.0,0.108,0.57,83.093,187027,4
inspiration,2pmzW6PbqlAunOXe0AdYIw,Sostenuto,Camilla Solheim,Sostenuto,[],2020-06-08,0.119,0.0735,0,-23.969,1,0.0425,0.977,0.934,0.0997,0.0959,151.549,129864,3
inspiration,2EfplYCqMJ90YXpYIzqbo2,Returning Memories,Erasmus Talbot,Emotional Landscapes,[],2020-09-23,0.207,0.148,7,-17.066,1,0.0302,0.981,0.957,0.102,0.0681,84.73,219490,4
inspiration,2P3LnLs7poXbWyKrf6KNav,Flare Inévitable,Karin Reverdi,Flare Inévitable,[],2020-06-01,0.205,0.0539,7,-20.634,1,0.0417,0.963,0.832,0.0789,0.0306,80.671,160000,4
inspiration,6bkDyYr6SKesu884osJG0g,Three Days in Venice,Franz Gordon,Three Days in Venice,[],2022-04-08,0.111,0.0265,7,-24.043,1,0.0387,0.991,0.93,0.113,0.0397,81.448,187457,4
inspiration,5NDJhWYEfJbARTnlyXISpP,Trpělivost růže přináší,Václav Slezák,Trpělivost růže přináší,[],2019-09-13,0.123,0.0401,6,-29.69,0,0.0728,0.992,0.894,0.18,0.0957,74.311,237500,3
inspiration,1E0RGmeX5QjPeWTdd99mAh,Dawn,Landwerm,Dawn,[],2017-12-15,0.184,0.2,4,-16.465,1,0.0409,0.869,0.798,0.111,0.0381,86.196,109295,4
inspiration,5BNi7VKBfaD6TrCHT8hbPJ,Manifest,Megan Wofford,Moments In Time,[],2021-11-19,0.346,0.113,9,-20.485,0,0.0391,0.755,0.926,0.109,0.0609,120.171,225708,4
inspiration,0nsDRLBkStw53EuYXbibO4,Sunrise,HILMA,Polaris,[],2020-10-23,0.273,0.007,2,-29.955,1,0.0529,0.981,0.779,0.103,0.0666,85.007,176875,4
inspiration,63twEMe1QcF33Tp07c7pNw,Garden Scene,Pei,Sicilienne,[],2020-11-13,0.226,0.158,0,-17.226,1,0.0396,0.96,0.973,0.106,0.0722,126.072,107313,5
inspiration,1c7J3x5nUIl7krcxbZqpW0,Suji,Hein Talbot,Suji,[],2020-10-12,0.222,0.158,8,-15.982,1,0.043,0.954,0.961,0.1,0.0308,80.005,133727,4
inspiration,2n7qgegimh1beey7ZTkXex,,,Light and Space,[],2020-07-28,0.274,0.0512,3,-22.912,1,0.0353,0.982,0.891,0.112,0.0749,138.258,58538,4
inspiration,307JdSdFWDM2u0H5JoIixw,Il Confine Del Dolore - feat: Ensemble Cordes De La Mer,Nora Maddox,Il Confine Del Dolore,[],2020-09-08,0.206,0.103,2,-19.888,0,0.0355,0.968,0.944,0.0989,0.0544,71.412,118385,4
inspiration,2UcVa056va7cCBfVfw9nm1,Quiet,Jakob Ahlbom,Crossing the Rubicon,[],2021-05-07,0.264,0.123,8,-21.152,1,0.0324,0.96,0.91,0.124,0.153,127.219,165295,4
inspiration,2Dasbncj88VgX5FKh2ZVzs,When It Rains It Pours,Jakob Ahlbom,A Drop in the Ocean,[],2020-04-03,0.121,0.0325,7,-26.875,1,0.0337,0.966,0.955,0.162,0.0796,95.455,148105,4
inspiration,6XaE9gwr7JftnXQtjij9Y2,Light in the Attic,Erasmus Talbot,Light in the Attic,[],2021-12-24,0.201,0.141,9,-14.355,0,0.0331,0.913,0.302,0.0793,0.0797,81.489,174256,3
inspiration,1F4Ih16pYBg2toaaQ2Y6Ai,Chapters,Aerian,Chapters,[],2022-01-07,0.364,0.138,11,-18.597,0,0.0374,0.981,0.917,0.112,0.0745,118.017,161512,4
inspiration,4WRgRrmrD0WWBB9O8MNO9g,Ripples (Echoes),Harbours & Oceans,Ripples,[],2020-02-14,0.182,0.0457,9,-21.788,0,0.0452,0.908,0.841,0.0716,0.136,108.549,174400,4
inspiration,26nYDJWlV19iAWGhRQvjTg,Doubtless Bay,Ensemble Rivr Dane,Doubtless Bay,[],2020-02-06,0.0949,0.155,4,-18.619,0,0.049,0.621,0.925,0.118,0.0302,78.775,150000,4
inspiration,366audBnbPzGCTjLHdGhPX,Within Its Own Silent Shell,Hampus Naeselius,Rise to Be Your Hero,[],2020-03-27,0.119,0.323,11,-14.766,0,0.0393,0.883,0.913,0.211,0.0393,67.59,175810,1
inspiration,5fWDUCwrMxj7xUAJT5uq6s,Kalapas,Harlan Silverman,Kalapas,[],2020-02-28,0.204,0.134,4,-26.882,1,0.0462,0.968,0.854,0.107,0.0392,119.849,165755,4
inspiration,2UHEF9fWVgExYcItRXHop6,The Memory Of Strangers,Yonder Dale,After The Rain Has Fallen,[],2019-01-04,0.0638,0.189,10,-16.551,0,0.0378,0.836,0.897,0.0951,0.0375,63.355,143250,3
inspiration,0yHk77yMqBZkQn9uNgIJIW,Retrospective,Victor Lundberg,Retrospective,[],2022-08-12,0.308,0.329,2,-12.546,0,0.0301,0.7,0.898,0.122,0.0351,183.975,253338,3
inspiration,09yn50KJD8MughMEdjKdy2,Graduation,JNUARY,Graduation,[],2020-07-28,0.324,0.106,2,-25.353,0,0.0381,0.992,0.917,0.0537,0.0371,90.03,138000,4
inspiration,1odkXMTFaGNvd5gym87g5i,Yearn - String Version,Lillia Nava,Yearn (String Version),[],2021-06-25,0.172,0.222,3,-19.479,0,0.0337,0.963,0.971,0.108,0.293,93.866,168058,4
inspiration,08nQNQ3joVf8kyjuZ9rEVv,Supposing,Infinity Ripple,Wax Figures,[],2019-12-06,0.226,0.126,0,-15.531,1,0.0346,0.94,0.879,0.119,0.114,81.222,187012,1
inspiration,4jgazYikKO5Xhctuhc0snS,Deux Pensées,Darker In Vine,Deux Pensées,[],2020-09-08,0.137,0.0704,10,-22.206,1,0.0429,0.99,0.98,0.0998,0.0379,90.407,169366,4
inspiration,5ue8ogOGWBVn8ea8AwuMVf,Changing Outlook,Trevor Kowalski,Late Nights in Harmony,[],2020-04-03,0.505,0.331,2,-13.634,1,0.0291,0.943,0.826,0.112,0.29,147.072,147168,3
inspiration,5uD2QB0PXAdPAAIdy83IjA,Intention,Elora Bonilla,Intention,[],2021-12-10,0.134,0.0497,2,-20.214,1,0.0418,0.95,0.989,0.0744,0.0334,77.639,153159,3
inspiration,0SULuUXvCmvjS5ZVlPft1v,Crystal Year,JNUARY,Crystal Year,[],2020-12-18,0.468,0.254,0,-17.56,1,0.0321,0.944,0.843,0.0793,0.342,135.012,215587,4
inspiration,3dw5tsMT1YnXBjUhH7im1w,Where You Come From,Silver Maple,Midnight Textures,[],2021-12-17,0.106,0.155,3,-20.153,1,0.0329,0.834,0.934,0.0908,0.0329,84.736,212086,5
inspiration,5EGpSOaHZCyRIlj13VwjEq,Du schaffst das,Luca Abendroth,Du schaffst das,[],2019-09-20,0.481,0.334,4,-13.946,0,0.0367,0.932,0.929,0.0644,0.0777,110.993,224250,4
inspiration,1kjiLOa9vB92UK0qEkB2SR,Beauty Lives in Me (Instrumental Version),Johannes Bornlöf,Beauty Lives in Me,[],2020-02-28,0.376,0.388,6,-15.202,1,0.0327,0.962,0.923,0.116,0.196,85.977,189001,4
inspiration,6I4ndKsdP4yojmJxtnj9Ec,Sans Fin Et Déformé,Darker In Vine,Sans Fin Et Déformé,[],2020-06-01,0.161,0.266,0,-14.52,1,0.0379,0.635,0.883,0.109,0.0299,89.416,181000,4
inspiration,3iOFRMMf53PU2XLDTRxTb1,Move Into Flight,Evan Wilson,Move Into Flight,[],2020-12-18,0.364,0.113,10,-22.379,1,0.0408,0.991,0.833,0.132,0.236,137.711,95066,4
inspiration,2nWSjphOxjauRxeR1siMMU,Forever Yours,Sophie Deas,Evening Songs,[],2021-01-15,0.25,0.0398,9,-27.145,1,0.0428,0.985,0.196,0.103,0.416,94.683,170000,4
inspiration,1g9nJxAMLbxmeCOnWUJT2Y,Escapes within,Lanai String Section,Escapes Within,[],2019-11-14,0.212,0.0284,7,-25.232,0,0.0453,0.87,0.908,0.0815,0.0391,88.931,88908,4
inspiration,2DxdzOf72EXy1txIj7FeLL,Hakone,Edo Vibes,Hakone,[],2018-09-03,0.324,0.0127,2,-26.301,1,0.0548,0.992,0.94,0.0994,0.118,77.988,230625,4
inspiration,7zWjcC7jNhFtqckFMkiNux,Elevated Pastures,Chinyami,Elevated Pastures,[],2020-03-16,0.215,0.147,4,-18.9,1,0.0375,0.975,0.912,0.0942,0.0387,75.484,213713,3
inspiration,7u2mAvNqT0ieHNLlz0cIz1,Au Bord,Erinrad Viker Sinfonietta,Au Bord,[],2020-02-06,0.145,0.163,7,-18.28,1,0.0402,0.743,0.9,0.111,0.0323,138.261,218000,4
inspiration,3mMTPVmRgk5uNAqCiCBL9E,Palm,Trevor Kowalski,Stratus,[],2020-05-29,0.118,0.159,7,-17.784,1,0.0451,0.975,0.986,0.145,0.0312,72.082,170997,3
inspiration,3fQdsoPpWz3sbwlvlMfBF3,Sincerity,Gavin Luke,Sentient,[],2020-10-02,0.314,0.0659,6,-21.965,1,0.0315,0.974,0.935,0.0978,0.0389,79.873,144375,1
inspiration,1drE1yyx3iSbTbn55SAGOT,The Fig Tree,Jakob Ahlbom,Elision,[],2020-10-09,0.382,0.0637,7,-18.423,1,0.0343,0.976,0.836,0.094,0.0783,109.903,155697,4
inspiration,6Peo7ZJ0yva6gZVTSisL2M,Starlight Lullaby,Evan Wilson,Starlight Lullaby,[],2020-12-18,0.153,0.0289,5,-23.791,1,0.0405,0.984,0.00398,0.0872,0.0942,167.406,219314,3
inspiration,2uVHaRTe5hyGyASOXZcx9d,Sleeping In Seattle,Max Ellion,Sleeping In Seattle,[],2020-10-12,0.0828,0.0598,9,-20.795,1,0.041,0.982,0.774,0.0973,0.038,65.84,175260,3
inspiration,5dWTt3ER2jN4hR34FF7ZEh,A Temporary Solution,Infinity Ripple,Wax Figures,[],2019-12-06,0.203,0.137,7,-16.777,1,0.0349,0.987,0.992,0.125,0.0362,46.509,147390,3
inspiration,1gSZNuWMhbFDmsp948SXtv,Light & Hope,Landwerm,Light & Hope,[],2020-05-15,0.0958,0.0745,0,-25.654,1,0.043,0.941,0.871,0.132,0.0708,172.481,146753,4
inspiration,1GPB6ZrLXvrkJAAGIRifA8,Just Before Morning,JNUARY,Just Before Morning,[],2020-09-17,0.158,0.0548,2,-22.503,1,0.0557,0.991,0.873,0.0724,0.038,133.469,96001,4
inspiration,0uddb7tRm6KmMGzh3wFMcH,Aurelian,Anders Schill Paulsen,Aurelian,[],2020-03-13,0.25,0.134,0,-14.095,1,0.0326,0.941,0.912,0.112,0.0975,96.765,148929,4
inspiration,00Jh6031MKpE5nunLJzvyM,Transition,Elora Bonilla,Transition,[],2020-09-08,0.0749,0.173,8,-18.872,1,0.0461,0.957,0.967,0.107,0.0373,175.65,175171,5
inspiration,4p0GHYTeI2qw9V61jnNe3B,Maestro Del Design,Karin Reverdi,Maestro Del Design,[],2020-02-06,0.284,0.305,9,-18.108,0,0.0325,0.835,0.881,0.112,0.297,190.01,211812,3
inspiration,1BwRS8CwrK6UDegEmG1p3K,Monograph,Johannes Bornlöf,Echoes,[],2019-01-18,0.137,0.112,5,-23.415,0,0.0325,0.957,0.857,0.118,0.0661,184.402,147358,4
inspiration,1mR4Q4RBnZ7fBFStLKIbVG,You Will Never Walk Alone - Glowworm Rework,Maciej Sadowski,You Will Never Walk Alone (Glowworm Rework),[],2022-05-27,0.158,0.121,0,-23.35,1,0.0344,0.977,0.858,0.104,0.0756,70.374,233120,4
inspiration,0CB3DuN8TUmdJ0Wk5T92Js,As a Gift,Francis Wells,As a Gift,[],2022-04-29,0.26,0.135,9,-22.5,1,0.0324,0.946,0.873,0.0941,0.0842,82.854,169804,5
inspiration,1Bd5aIOYLMyxvI4FtG08x9,Colin,Las Desorden,Colin,[],2022-08-26,0.355,0.149,6,-17.423,0,0.0298,0.917,0.894,0.115,0.275,103.11,163000,4
inspiration,2rdfoD2s2fZIKxAqcX2t9O,Cyllene,Martin Landh,Cyllene,[],2022-08-19,0.229,0.0997,2,-21.248,0,0.0386,0.972,0.905,0.0975,0.0694,109.979,171483,4
inspiration,0LQtMTU0TG7QQ52qPd8I9L,"Oh, Sleeper",Alaskan Tapes,Millions,[],2020-05-29,0.193,0.0535,6,-29.692,1,0.0442,0.967,0.621,0.103,0.0371,131.751,126346,4
inspiration,56nl0PcICHCOoVazhLQEFb,Nocturne in Green,Rand Aldo,Nocturne in Green,[],2019-12-06,0.211,0.202,2,-18.024,1,0.035,0.951,0.902,0.107,0.0351,76.791,243077,4
inspiration,6CIVHlBDakr82sbXYweF8x,Prélude,Massimo Romanza,Prélude,[],2019-11-14,0.34,0.0758,4,-15.938,1,0.0341,0.984,0.833,0.105,0.0374,48.983,121816,4
inspiration,2mCHLtMrI4SLayY8spzC5V,As We Float,Joe Kirby,Abbey Road Masters: Repair & Reflect,[],2022-05-27,0.577,0.28,10,-16.242,1,0.041,0.952,0.937,0.0941,0.0756,128.015,166000,4
inspiration,7gi7v5tKoJ1R7yunvDeU5F,Deep Forest - Cello Version,Christopher Varela,Deep Forest (Strings Version),[],2017-12-13,0.085,0.137,2,-15.559,1,0.0435,0.98,0.951,0.109,0.0592,167.408,112843,4
inspiration,36D0gq9u5YyGbbZmrKw764,Lost in Brain Fog,Julien Marchal,Two Unreleased Tracks,[],2016-06-21,0.583,0.0132,0,-34.966,1,0.0461,0.994,0.908,0.0839,0.274,95.968,212000,4
inspiration,4qcFXXBdFT93UDriO4IbZd,Close - Cello Version,Lunaire,Close,[],2018-01-24,0.246,0.0924,0,-21.197,1,0.0325,0.944,0.915,0.0555,0.0384,75.372,209390,1
inspiration,3W67I10IdSjH3ViNhYzzZu,"Looking Forward, Looking Backward",Robin Bennich,"Looking Forward, Looking Backward",[],2019-07-10,0.216,0.087,7,-23.958,1,0.0415,0.992,0.917,0.134,0.171,68.365,177875,4
inspiration,3SJyrNsIX3mkiyFKekNAty,Itinere,Rickard Nilsson,Itinere,[],2022-05-20,0.477,0.0687,0,-20.983,1,0.0377,0.927,0.941,0.111,0.3,109.892,128657,4
inspiration,5KEhwMi5xD7HxfoXe0iPM7,Nine Times around the Heart,Rand Aldo,Nocturne in Green,[],2019-12-06,0.331,0.076,8,-20.659,1,0.0358,0.932,0.637,0.112,0.103,164.069,177536,4
inspiration,5WsT8YFHlMz56vfcgJYGaU,The Sanctuary Within,Erasmus Talbot,Light in the Attic,[],2021-12-24,0.075,0.25,0,-12.315,0,0.0347,0.917,0.919,0.133,0.0729,79.597,186450,4
inspiration,0NRJQn7P89YOHSIgq11WWp,Big Wide World (Reimagined for Piano),Roo Panes,Big Wide World (Reimagined for Piano),[],2022-06-24,0.366,0.279,2,-16.834,1,0.0355,0.953,0.922,0.085,0.0787,140.941,293405,4
inspiration,1BqhM0JZNZ68LUw8ysyBUh,Here We Go,Vastos Trofeos,Here We Go,[],2022-06-17,0.217,0.169,0,-15.826,1,0.036,0.97,0.87,0.137,0.151,77.752,126923,3
inspiration,5wzDVIeUeJZAfZPfLy0iwS,Back to Lyla,Arturo Cardelús,Back to Lyla,[],2022-08-04,0.286,0.139,2,-19.568,1,0.04,0.968,0.415,0.107,0.0561,114.71,172211,4
inspiration,2F7V27FcPqzPywPn5a0Qec,We Belong Together,Jurrivh,We Belong Together,[],2022-08-05,0.585,0.245,11,-17.126,1,0.0294,0.951,0.937,0.121,0.327,117.972,252659,4
inspiration,2K17IbJaE2A5XsB642I5LZ,Oak Shade,The Tides,Oak Shade,[],2022-07-28,0.129,0.0224,1,-24.683,1,0.0408,0.991,0.759,0.0818,0.0388,75.796,188571,4
inspiration,3CytZs8xU8BeYTmfn6sVO3,In Love,Jurrivh,In Love,[],2022-07-08,0.328,0.0438,11,-25.849,1,0.0322,0.995,0.964,0.111,0.0564,81.989,243659,4
inspiration,3vGp33C7IFjgJdvFDhvRc9,I'm Yours,Karolina Szcześniak,I'm Yours,[],2022-07-01,0.272,0.0969,11,-16.597,1,0.042,0.911,0.829,0.13,0.177,79.404,163077,3
inspiration,3dSA0ZoHzvXxvticgIz5MJ,Largo from Xerxes,George Frideric Handel,Quartet Classics Series: Largo from Xerxes,['baroque'],2022-09-02,0.127,0.197,7,-14.312,1,0.0399,0.939,0.936,0.0964,0.0694,88.319,186000,5
inspiration,0k963HCwT2H2SLhdA8CWve,The Dawning,Christoffer Moe Ditlevsen,The Dawning,[],2022-09-02,0.149,0.357,9,-8.807,0,0.0348,0.902,0.672,0.108,0.0584,159.859,167458,3
inspiration,7ojrPQ2z4tD6Zobotk1t2b,The Elf Led Me to You,Ruiqi Zhao,The Elf Led Me to You,[],2022-09-02,0.218,0.178,5,-14.446,1,0.0363,0.959,0.864,0.507,0.082,136.922,153369,4
inspiration,6SFxknzg00olqCJl4QJEyq,Once Again,Cierna Sobre Ti,Once Again,[],2022-07-01,0.116,0.105,10,-15.477,1,0.035,0.968,0.834,0.169,0.237,165.218,140156,4
inspiration,270VPYYS4uR1haVazI85N3,NYC Waltz,Las Tinieblas,NYC Waltz,[],2022-07-01,0.2,0.126,2,-14.615,0,0.0321,0.88,0.949,0.117,0.144,73.471,144375,3
inspiration,7kRnLUIABJA0Q21X13XmwJ,Endurance,Aerian,Endurance,[],2022-06-17,0.0629,0.123,4,-18.794,0,0.0379,0.991,0.869,0.0986,0.0953,210.007,149226,4
inspiration,0KYCMuM7vVYmSp937assY6,Balika,Jacob Nieminen,Balika,[],2022-06-17,0.172,0.294,4,-18.997,1,0.0449,0.975,0.828,0.126,0.0388,120.79,274750,3
inspiration,6tYTSK8xIplPOYSsdldDn0,All Of Me,Zenith String Quartet,All Of Me,[],2022-06-10,0.186,0.107,8,-17.332,1,0.0413,0.931,0.806,0.137,0.14,108.073,219875,4
inspiration,4xOHne4S1xas4MI5qPs69D,Desert Parade,Rand Aldo,Breathing Like the Pastures,[],2019-07-26,0.211,0.109,0,-18.827,1,0.0371,0.882,0.937,0.0965,0.144,106.225,188409,4
inspiration,6fZyNWUtqDD9CXZI4Llh7G,Frankenthaler,Bromeliad,Frankenthaler,[],2020-09-17,0.527,0.0896,0,-18.975,1,0.0332,0.992,0.826,0.107,0.0509,152.111,105146,3
inspiration,1OwE8VSxCysMIKbkXjsYHo,Focal Distance,Las Desorden,Focal Distance,[],2022-05-20,0.184,0.148,2,-19.031,1,0.0418,0.92,0.887,0.116,0.174,120.312,142750,4
inspiration,7tB2hs6KN8MS664VW6Mdfs,We Owe It To Them,Ensemble Cordes De La Mer,We Owe It To Them,[],2020-06-01,0.0613,0.217,11,-17.455,0,0.0437,0.892,0.968,0.164,0.033,67.502,174000,5
inspiration,6qb5vrAFzvSKFh0sQ5zatQ,Avant Les Vagues,Samuel Lindon,Avant Les Vagues,[],2019-06-17,0.332,0.141,0,-19.845,0,0.0337,0.989,0.973,0.102,0.148,118.04,202501,5
inspiration,6aSGp6af4KxWmYHadWTJDu,Calling,Monaxia,Calling (Ambient version),[],2021-03-31,0.298,0.0205,7,-28.84,1,0.0352,0.988,0.802,0.114,0.039,64.821,152665,1
inspiration,1Ih9Tk4hZCJqksW5vAFVH6,Skog - Frode Møter Flåms Strykeensemble,Frode,Skog,[],2020-09-08,0.156,0.131,4,-21.171,0,0.0377,0.984,0.954,0.103,0.0707,135.366,163096,3
inspiration,77FHt9yDWhE45T4Zjh9wPu,Cove,CONDRON,Cove,[],2021-07-09,0.189,0.0643,7,-29.024,1,0.0315,0.963,0.939,0.083,0.191,77.44,202105,3
